battery_id,cycle,capacity_Ah,voltage_mean_V,voltage_min_V,current_mean_A,temperature_max_C,internal_resistance_ohm,discharge_time_s,is_synthetic_fault
B0006,158,1.4387,3.6073,2.7902,-1.9536,37.94,0.05973,2574.5,False
B0006,159,1.416,3.6026,2.7465,-2.1381,35.07,0.06242,2533.9,False
B0006,160,1.4307,3.6149,2.7181,-1.9869,36.242,0.06194,2616.4,False
B0006,161,1.4043,3.6206,2.815,-2.0144,35.979,0.06638,2519.6,False
B0006,162,1.4002,3.6352,2.9435,-1.9994,33.215,0.06303,2453.8,False
B0006,163,1.4031,3.6139,2.8057,-2.0451,34.029,0.06246,2524.5,False
B0006,164,1.3758,3.6081,2.7119,-1.9583,36.795,0.06417,2520.8,False
B0006,165,1.3712,3.5646,2.9613,-1.9594,34.803,0.06222,2447.3,False
B0006,166,1.3804,3.6221,2.8431,-1.9689,35.68,0.06279,2449.2,False
B0006,167,1.3359,3.6034,2.9142,-1.9395,37.556,0.06642,2374.6,False
B0006,168,1.3466,3.6116,2.8655,-1.926,37.04,0.06229,2397.3,False
B0007,1,1.9933,3.6502,3.0296,-2.035,32.083,0.04996,3579.8,False
B0007,2,2.0016,3.6696,2.9728,-1.9658,31.376,0.04675,3623.0,False
B0007,3,2.0018,3.6994,2.8001,-1.9647,30.329,0.05058,3576.7,False
B0007,4,1.9759,3.6875,2.9663,-2.0322,32.733,0.04959,3586.0,False
B0007,5,1.9872,3.6841,2.8967,-1.9712,31.211,0.04696,3585.6,False
B0007,6,1.9777,3.6492,2.8455,-2.0451,33.71,0.04704,3516.6,False
B0007,7,1.9892,3.7255,2.9481,-2.0316,32.681,0.04556,3524.7,False
B0007,8,1.9721,3.7268,3.1117,-1.995,33.301,0.05477,3532.5,False
B0007,9,1.9716,3.7322,3.1005,-1.9486,31.152,0.05077,3541.7,False
B0007,10,1.9591,3.6742,2.9536,-1.9502,32.116,0.05096,3543.5,False
B0007,11,1.9558,3.7082,2.8623,-1.8698,31.889,0.04997,3543.6,False
B0007,12,1.9706,3.6849,3.0689,-1.9729,31.349,0.04977,3549.8,False
B0007,13,1.9693,3.6833,3.0475,-2.0958,30.925,0.04799,3540.0,False
B0007,14,1.9443,3.6776,3.013,-2.022,33.657,0.05244,3500.2,False
B0007,15,1.9484,3.6836,2.8096,-1.9708,31.402,0.0511,3446.2,False
B0007,16,1.952,3.708,3.1031,-1.9092,31.407,0.05139,3512.6,False
B0007,17,1.9458,3.6896,2.9374,-1.9576,33.703,0.05108,3526.8,False
B0007,18,1.9366,3.7058,3.0176,-1.9455,34.591,0.05102,3420.1,False
B0007,19,1.935,3.7149,3.1074,-1.9876,33.399,0.05227,3519.6,False
B0007,20,1.9466,3.7224,2.9674,-1.9547,32.013,0.04987,3555.0,False
B0007,21,1.9364,3.7066,3.1018,-2.0293,32.393,0.05414,3502.2,False
B0007,22,1.914,3.6828,2.8251,-2.0107,30.716,0.05551,3465.7,False
B0007,23,1.9273,3.6817,2.9814,-2.0271,33.585,0.05254,3476.4,False
B0007,24,1.9263,3.6854,3.0481,-2.0435,31.577,0.04823,3485.8,False
B0007,25,1.928,3.6988,2.9754,-2.016,33.219,0.05135,3455.8,False
B0007,26,1.9155,3.7277,3.058,-1.975,30.828,0.05147,3434.8,False
B0007,27,1.8946,3.692,3.0106,-2.105,33.472,0.05498,3455.0,False
B0007,28,1.9159,3.6883,2.8004,-1.9159,33.638,0.0498,3454.7,False
B0007,29,1.9136,3.6508,2.9643,-1.8864,33.158,0.05468,3449.9,False
B0007,30,1.9053,3.6934,2.9648,-2.0482,33.834,0.05464,3399.8,False
B0007,31,1.9126,3.6852,2.9127,-1.977,33.519,0.05191,3485.0,False
B0007,32,1.9029,3.6979,2.844,-1.8921,33.053,0.05337,3377.0,False
B0007,33,1.8884,3.708,2.9897,-2.0957,33.708,0.05114,3441.5,False
B0007,34,1.8927,3.688,3.0142,-2.0449,31.651,0.05175,3431.6,False
B0007,35,1.8771,3.6482,2.8639,-2.0301,32.345,0.04874,3358.4,False
B0007,36,1.8872,3.7017,2.8563,-1.9171,31.992,0.05089,3443.1,False
B0007,37,1.8863,3.6719,2.9863,-1.9323,34.149,0.05064,3394.0,False
B0007,38,1.8819,3.6626,2.9482,-1.9997,33.849,0.05478,3377.6,False
B0007,39,1.8757,3.6946,2.888,-1.9706,32.658,0.05055,3347.6,False
B0007,40,1.8892,3.6803,3.0113,-2.0257,32.956,0.057,3368.9,False
B0007,41,1.8526,3.7036,3.0357,-2.001,32.298,0.05348,3306.2,False
B0007,42,1.8667,3.689,2.9824,-2.035,32.453,0.04981,3347.3,False
B0007,43,1.8665,3.672,2.8041,-2.001,32.145,0.05405,3402.8,False
B0007,44,1.8576,3.6883,3.0339,-1.9817,34.42,0.05387,3290.4,False
B0007,45,1.8636,3.7042,2.8748,-1.9502,32.128,0.04976,3358.8,False
B0007,46,1.8384,3.671,3.0034,-2.0955,31.69,0.05117,3307.2,False
B0007,47,1.8492,3.7054,2.8958,-1.9752,33.051,0.0538,3302.6,False
B0007,48,1.8583,3.6565,3.0348,-1.9407,33.061,0.05248,3356.9,False
B0007,49,1.8179,3.6787,2.8389,-2.0025,33.799,0.05349,3238.1,False
B0007,50,1.842,3.6777,2.9997,-1.9919,33.987,0.05099,3320.9,False
B0007,51,1.8532,3.6433,2.8357,-2.0293,32.51,0.05113,3330.7,False
B0007,52,1.8556,3.653,2.8311,-2.0651,34.594,0.05196,3339.3,False
B0007,53,1.83,3.6556,2.8245,-1.8771,34.412,0.05169,3313.4,False
B0007,54,1.8226,3.6379,2.9392,-1.942,34.111,0.05261,3275.7,False
B0007,55,1.8353,3.6831,3.0746,-2.081,33.102,0.05545,3267.6,False
B0007,56,1.831,3.6813,2.8775,-1.9564,32.319,0.05015,3279.8,False
B0007,57,1.8304,3.6637,2.82,-2.0911,34.77,0.05504,3317.8,False
B0007,58,1.8281,3.6857,2.8928,-2.0082,32.604,0.05871,3307.2,False
B0007,59,1.8106,3.6809,2.9494,-1.9248,32.475,0.05479,3291.1,False
B0007,60,1.816,3.6743,2.9613,-2.0028,32.528,0.05278,3313.1,False
B0007,61,1.8079,3.6555,2.8572,-1.945,33.828,0.05496,3246.5,False
B0007,62,1.8116,3.6589,2.9344,-1.9515,34.005,0.0518,3235.2,False
B0007,63,1.8038,3.7051,2.9678,-1.9861,31.801,0.05266,3235.9,False
B0007,64,1.7954,3.6586,3.0583,-2.0268,31.765,0.05565,3254.3,False
B0007,65,1.8049,3.6399,3.0326,-1.9662,32.139,0.05392,3245.3,False
B0007,66,1.8117,3.7103,2.9272,-1.8753,32.214,0.05573,3290.3,False
B0007,67,1.7802,3.6769,2.9617,-1.9723,33.549,0.05679,3206.7,False
B0007,68,1.7854,3.6897,3.0724,-1.9634,32.623,0.0522,3196.7,False
B0007,69,1.7777,3.6824,2.9455,-2.0078,34.765,0.05718,3207.2,False
B0007,70,1.7726,3.6974,3.0951,-1.9937,33.025,0.05277,3146.6,False
B0007,71,1.784,3.6519,2.9424,-2.0543,32.039,0.05534,3257.1,False
B0007,72,1.7752,3.6777,2.9362,-2.0339,32.275,0.05071,3198.8,False
B0007,73,1.749,3.6359,2.7914,-2.0416,33.903,0.05563,3175.0,False
B0007,74,1.7758,3.6892,2.8266,-1.9848,33.857,0.05477,3184.5,False
B0007,75,1.7618,3.6479,3.0008,-2.0047,32.766,0.05344,3135.0,False
B0007,76,1.7718,3.6673,2.9045,-1.9596,32.809,0.05175,3219.9,False
B0007,77,1.7535,3.6548,3.0164,-1.9429,33.499,0.05253,3172.6,False
B0007,78,1.7509,3.7004,2.8379,-2.1118,33.852,0.05887,3198.9,False
B0007,79,1.7709,3.6452,3.027,-2.0361,33.599,0.05204,3168.3,False
B0007,80,1.7427,3.6794,2.9147,-1.9862,32.193,0.05452,3114.5,False
B0007,81,1.755,3.6868,2.8381,-2.0378,30.73,0.05137,3201.7,False
B0007,82,1.7392,3.6459,3.0126,-1.9367,33.589,0.05463,3126.6,False
B0007,83,1.7424,3.6934,3.0098,-1.9637,34.715,0.05281,3158.9,False
B0007,84,1.734,3.6098,2.8675,-2.0509,34.127,0.05555,3126.8,False
B0007,85,1.7533,3.6376,2.9242,-1.9848,32.744,0.05499,3108.0,False
B0007,86,1.7448,3.6481,2.8628,-2.0016,34.559,0.055,3139.7,False
B0007,87,1.7217,3.6606,2.9264,-2.0392,33.545,0.05435,3168.1,False
B0007,88,1.7235,3.6894,2.8949,-1.987,32.337,0.05464,3108.7,False
B0007,89,1.7372,3.665,2.8857,-1.968,35.204,0.05514,3198.6,False
B0007,90,1.7133,3.6417,2.9871,-1.8834,34.54,0.05507,3121.4,False
B0007,91,1.7219,3.6976,2.8369,-2.0133,33.206,0.05161,3131.3,False
B0007,92,1.7092,3.6712,3.037,-2.0177,33.324,0.05605,3106.2,False
B0007,93,1.7031,3.6428,2.8788,-1.9811,31.737,0.05349,3110.6,False
B0007,94,1.7097,3.6412,2.9241,-1.9993,34.478,0.05309,3052.2,False
B0007,95,1.7052,3.6538,2.851,-2.0615,34.126,0.05808,3084.0,False
B0007,96,1.7008,3.6532,2.8398,-2.0036,35.055,0.05575,3034.7,False
B0007,97,1.6913,3.6577,2.9759,-1.9757,34.375,0.05795,3087.1,False
B0007,98,1.7031,3.6368,2.8743,-2.0038,33.33,0.05366,3052.3,False
B0007,99,1.6852,3.6393,3.0265,-1.9411,34.088,0.06124,3038.5,False
B0007,100,1.684,3.6527,2.9617,-1.9782,35.973,0.05463,3056.9,False
B0007,101,1.6858,3.6214,2.8079,-1.9366,33.028,0.05627,2982.7,False
B0007,102,1.668,3.6712,3.0153,-2.0554,34.221,0.0556,2988.3,False
B0007,103,1.6849,3.6295,2.7402,-1.9923,34.86,0.05878,3012.8,False
B0007,104,1.6837,3.6369,3.0139,-2.0567,35.226,0.05501,3091.1,False
B0007,105,1.6771,3.6312,3.0192,-1.9609,34.99,0.05632,3020.1,False
B0007,106,1.6756,3.654,2.9065,-2.0406,34.181,0.05892,3064.6,False
B0007,107,1.6727,3.6567,2.9702,-2.0333,33.81,0.0549,2973.4,False
B0007,108,1.6651,3.6535,2.887,-1.9727,34.252,0.05781,2996.0,False
B0007,109,1.6628,3.6349,2.8401,-1.9666,33.354,0.05685,2974.3,False
B0007,110,1.6503,3.625,2.9195,-1.9467,34.636,0.06094,2964.8,False
B0007,111,1.6827,3.6479,2.9637,-2.0199,34.276,0.05802,3025.5,False
B0007,112,1.667,3.6548,2.8125,-2.0454,34.416,0.05639,2982.4,False
B0007,113,1.6384,3.6992,2.9437,-2.0728,33.471,0.05713,2965.5,False
B0007,114,1.6486,3.6608,2.9642,-1.983,33.233,0.05579,2939.9,False
B0007,115,1.628,3.6655,2.9618,-1.9512,34.271,0.05899,2877.6,False
B0007,116,1.6454,3.6503,2.9037,-1.981,33.141,0.0541,2940.3,False
B0007,117,1.6393,3.6597,3.0359,-2.0491,33.441,0.0565,2909.8,False
B0007,118,1.6163,3.626,2.797,-2.059,34.187,0.05979,2870.2,False
B0007,119,1.6253,3.6643,2.8531,-2.0287,35.412,0.05688,2958.7,False
B0007,120,1.6285,3.6374,3.0273,-1.984,35.25,0.05633,2932.6,False
B0007,121,1.6152,3.6564,3.0293,-1.9492,34.775,0.05506,2943.5,False
B0007,122,1.6297,3.6645,2.7746,-1.9957,32.56,0.05372,2941.1,False
B0007,123,1.593,3.6207,2.9439,-1.9692,32.989,0.05724,2912.6,False
B0007,124,1.4063,3.6013,2.5899,-1.9451,39.623,0.0641,2505.8,True
B0007,125,1.5846,3.6429,2.9126,-1.9832,33.649,0.05561,2878.4,False
B0007,126,1.5754,3.6593,2.9074,-2.0703,35.514,0.05775,2846.0,False
B0007,127,1.4419,3.5988,2.6733,-1.9946,39.86,0.06018,2607.3,True
B0007,128,1.5291,3.6286,2.827,-2.0409,35.907,0.05876,2747.1,False
B0007,129,1.5444,3.5933,2.9817,-1.9519,32.624,0.05758,2768.0,False
B0007,130,1.5572,3.6489,2.8489,-1.9348,33.916,0.06087,2762.1,False
B0007,131,1.542,3.6232,2.815,-2.0109,35.025,0.05817,2792.3,False
B0007,132,1.517,3.64,2.991,-2.003,34.457,0.05996,2747.1,False
B0007,133,1.535,3.649,2.963,-1.8456,35.306,0.06027,2784.1,False
B0007,134,1.4959,3.6155,2.7321,-1.9676,34.851,0.06036,2725.2,False
B0007,135,1.5061,3.6227,2.8006,-1.9432,35.737,0.05666,2701.6,False
B0007,136,1.4907,3.6392,2.7889,-1.9858,35.641,0.06031,2663.0,False
B0007,137,1.478,3.6221,2.8703,-2.0943,34.735,0.06055,2651.9,False
B0007,138,1.4697,3.6302,2.9606,-2.0814,34.834,0.06213,2696.1,False
B0007,139,1.4715,3.5914,2.7937,-1.9872,35.348,0.06165,2621.2,False
B0007,140,1.4559,3.6268,2.7803,-2.0403,34.919,0.05547,2602.0,False
B0007,141,1.4416,3.5958,2.8991,-2.0028,33.091,0.0616,2567.0,False
B0007,142,1.4432,3.5908,2.7272,-2.0142,35.644,0.06139,2590.1,False
B0007,143,1.4145,3.5826,2.8149,-2.0004,34.904,0.06296,2537.8,False
B0007,144,1.4118,3.6062,3.0001,-1.9838,37.408,0.06043,2539.0,False
B0007,145,1.4173,3.6121,2.7742,-2.0775,34.986,0.05951,2499.3,False
B0007,146,1.3966,3.5885,2.8228,-1.9699,34.716,0.06155,2458.1,False
B0007,147,1.3912,3.6167,2.8474,-2.0357,36.705,0.05915,2466.7,False
B0007,148,1.3948,3.6426,2.98,-2.002,33.436,0.05806,2514.4,False
B0007,149,1.3756,3.5842,2.7567,-1.9942,36.691,0.06276,2513.0,False
B0007,150,1.3708,3.6033,2.7879,-2.0489,38.589,0.06333,2478.9,False
B0007,151,1.3676,3.6427,2.8305,-2.0803,37.198,0.06197,2464.8,False
B0007,152,1.3411,3.6117,2.8487,-1.995,35.669,0.06703,2473.4,False
B0007,153,1.3459,3.6032,2.8735,-1.9447,35.596,0.06224,2452.0,False
B0007,154,1.3316,3.599,2.8569,-1.9648,37.951,0.06481,2440.7,False
B0007,155,1.3201,3.6027,2.9117,-2.0114,36.852,0.0638,2333.7,False
B0007,156,1.3069,3.5684,2.8244,-1.8968,37.521,0.06007,2395.1,False
B0007,157,1.321,3.5672,2.8115,-1.9452,36.624,0.06096,2396.1,False
B0007,158,1.2818,3.5878,2.7745,-1.9991,35.81,0.06614,2336.5,False
B0007,159,1.3078,3.6137,2.8688,-1.9634,36.419,0.06402,2347.0,False
B0007,160,1.2742,3.572,2.8753,-1.9879,37.796,0.06443,2323.6,False
B0007,161,1.2886,3.5887,2.7511,-2.0122,37.59,0.0655,2283.8,False
B0007,162,1.271,3.6236,2.7898,-1.9776,36.92,0.06251,2303.1,False
B0007,163,1.247,3.5745,2.6752,-1.9822,36.214,0.06595,2242.8,False
B0007,164,1.2526,3.601,2.7204,-1.998,36.172,0.06178,2227.1,False
B0007,165,1.2597,3.5967,2.8984,-2.077,36.33,0.06793,2261.9,False
B0007,166,1.2487,3.5943,2.8982,-2.0668,37.446,0.06436,2273.5,False
B0007,167,1.219,3.5864,2.8182,-2.0077,37.091,0.06509,2174.7,False
B0007,168,1.2347,3.6062,2.8265,-1.9716,35.849,0.06294,2253.6,False
B0008,1,2.0034,3.684,3.0684,-1.9943,30.724,0.04959,3647.5,False
B0008,2,2.0119,3.7161,3.0531,-1.9755,32.779,0.05121,3645.0,False
B0008,3,1.9964,3.698,3.0808,-2.0949,32.361,0.05044,3610.2,False
B0008,4,1.977,3.7094,3.0461,-1.9961,32.077,0.05108,3619.5,False
B0008,5,1.9777,3.7007,2.997,-2.0274,32.084,0.05314,3613.9,False
B0008,6,1.99,3.691,2.8696,-2.0214,31.489,0.04665,3623.8,False
B0008,7,1.9928,3.7473,2.8616,-1.9271,32.114,0.05176,3537.5,False
B0008,8,1.9953,3.715,2.8894,-1.9677,31.262,0.04893,3577.7,False
B0008,9,1.9597,3.7112,2.9059,-2.0351,32.59,0.05027,3537.3,False
B0008,10,1.9696,3.6778,2.8175,-2.0032,34.205,0.0507,3517.4,False
B0008,11,1.9857,3.7105,2.8699,-1.9405,31.433,0.05003,3569.1,False
B0008,12,1.9581,3.6884,2.8425,-1.9881,30.905,0.04773,3574.5,False
B0008,13,1.9677,3.6822,2.8101,-2.0739,33.617,0.04986,3582.8,False
B0008,14,1.9667,3.7236,2.8849,-1.9573,32.919,0.05191,3550.5,False
B0008,15,1.9614,3.7325,2.9174,-1.9998,32.246,0.05158,3517.7,False
B0008,16,1.9645,3.6913,2.9561,-1.9995,31.113,0.04724,3540.2,False
B0008,17,1.9638,3.7051,3.0556,-2.0966,30.856,0.05467,3503.4,False
B0008,18,1.9626,3.6807,2.9269,-2.0317,32.786,0.05102,3519.2,False
B0008,19,1.9436,3.6969,2.8515,-1.9786,34.965,0.05383,3520.0,False
B0008,20,1.9508,3.6538,3.0284,-1.9359,31.505,0.04959,3506.5,False
B0008,21,1.9386,3.6663,3.0279,-2.0446,31.627,0.04967,3505.2,False
B0008,22,1.9445,3.6881,2.9194,-2.0071,32.055,0.05205,3520.2,False
B0008,23,1.9429,3.6931,3.0311,-2.043,33.111,0.05203,3511.0,False
B0008,24,1.9448,3.6926,2.8119,-1.9532,33.242,0.0509,3542.3,False
B0008,25,1.9419,3.7039,2.9869,-1.9876,31.613,0.05257,3580.7,False
B0008,26,1.9334,3.6914,2.9299,-2.0244,33.944,0.04999,3465.9,False
B0008,27,1.9189,3.6727,2.8854,-1.9684,35.286,0.05089,3404.0,False
B0008,28,1.9413,3.6767,2.871,-2.0141,31.72,0.05082,3517.1,False
B0008,29,1.9276,3.6792,2.8968,-2.0072,31.162,0.05224,3416.2,False
B0008,30,1.9231,3.7036,3.0203,-1.9705,32.397,0.05388,3489.2,False
B0008,31,1.9295,3.708,2.8961,-2.022,31.079,0.05225,3489.6,False
B0008,32,1.9336,3.6713,2.9741,-1.977,32.327,0.04756,3491.7,False
B0008,33,1.9017,3.6664,3.0329,-1.9088,31.374,0.05131,3424.4,False
B0008,34,1.9356,3.6805,2.9549,-1.9226,32.011,0.05273,3439.8,False
B0008,35,1.9137,3.6539,2.799,-1.958,32.468,0.05109,3422.2,False
B0008,36,1.9108,3.6926,2.8153,-2.1313,31.703,0.0521,3436.5,False
B0008,37,1.9146,3.6925,2.8495,-2.0263,32.267,0.05401,3424.4,False
B0008,38,1.9075,3.6898,2.8438,-2.015,33.514,0.05431,3431.7,False
B0008,39,1.9036,3.679,2.9234,-1.9573,32.809,0.0524,3392.8,False
B0008,40,1.8937,3.7269,2.85,-2.0387,34.069,0.05269,3425.9,False
B0008,41,1.8995,3.6786,2.9191,-2.0691,32.515,0.0526,3474.7,False
B0008,42,1.8994,3.6382,2.8435,-1.863,33.47,0.05039,3436.6,False
B0008,43,1.8887,3.6562,3.0029,-1.9954,30.796,0.04993,3399.9,False
B0008,44,1.8896,3.6913,2.8036,-1.9643,31.479,0.05549,3349.8,False
B0008,45,1.8803,3.6904,3.0586,-1.9842,33.281,0.05243,3353.8,False
B0008,46,1.8839,3.6584,3.0312,-1.9799,31.573,0.05296,3352.0,False
B0008,47,1.8894,3.6736,3.0145,-1.9838,33.899,0.0507,3402.6,False
B0008,48,1.8742,3.6729,3.0467,-2.0363,31.539,0.04969,3303.3,False
B0008,49,1.871,3.6932,2.9532,-2.0684,34.565,0.05131,3377.5,False
B0008,50,1.8856,3.6961,3.0248,-2.0116,31.068,0.05718,3346.2,False
B0008,51,1.8663,3.6591,2.952,-1.9324,35.225,0.05172,3319.7,False
B0008,52,1.7567,3.6572,2.7649,-1.9889,41.504,0.05266,3182.1,True
B0008,53,1.872,3.6986,3.0723,-2.0711,31.334,0.05105,3338.0,False
B0008,54,1.8771,3.6886,2.8045,-1.9802,32.946,0.05486,3392.8,False
B0008,55,1.8678,3.7098,2.9177,-2.0152,31.956,0.05405,3399.1,False
B0008,56,1.8642,3.7058,2.9731,-2.0028,32.775,0.05126,3427.0,False
B0008,57,1.8616,3.6711,2.9916,-1.9506,30.828,0.05125,3380.4,False
B0008,58,1.8535,3.6615,2.813,-1.933,33.396,0.05202,3329.2,False
B0008,59,1.8494,3.6575,2.8464,-2.0309,31.869,0.04989,3335.5,False
B0008,60,1.8573,3.7126,2.8396,-1.9852,33.169,0.05235,3365.6,False
B0008,61,1.8603,3.6856,2.9636,-2.0179,31.47,0.05118,3329.9,False
B0008,62,1.8389,3.6846,2.8659,-2.0454,33.25,0.05115,3300.9,False
B0008,63,1.8408,3.6882,3.0347,-1.9494,32.709,0.05188,3275.9,False
B0008,64,1.8479,3.6951,2.9178,-1.8881,34.343,0.05243,3316.6,False
B0008,65,1.8476,3.6604,2.9686,-1.9819,33.171,0.05442,3377.4,False
B0008,66,1.8422,3.6741,2.9776,-1.9516,32.626,0.05317,3321.8,False
B0008,67,1.8417,3.6491,2.7896,-2.0444,31.985,0.05188,3334.1,False
B0008,68,1.834,3.679,2.7801,-2.0231,33.583,0.05451,3279.4,False
B0008,69,1.8349,3.7192,2.9312,-2.0347,32.817,0.05349,3298.2,False
B0008,70,1.8305,3.6457,2.8329,-2.0075,32.852,0.05226,3289.6,False
B0008,71,1.829,3.6921,3.0156,-1.98,32.484,0.05456,3303.5,False
B0008,72,1.8347,3.6895,2.9152,-2.0049,33.237,0.05543,3282.8,False
B0008,73,1.8173,3.6762,2.9922,-2.0412,33.021,0.05347,3204.7,False
B0008,74,1.819,3.6697,2.9088,-1.9292,31.87,0.05197,3195.8,False
B0008,75,1.8139,3.6642,2.8975,-1.9446,33.977,0.05388,3254.0,False
B0008,76,1.8266,3.6736,2.8638,-2.0858,32.599,0.05498,3356.2,False
B0008,77,1.8145,3.6569,2.9089,-1.9724,31.348,0.05481,3290.7,False
B0008,78,1.8159,3.668,3.0327,-1.9915,32.327,0.05738,3258.0,False
B0008,79,1.8168,3.6242,2.8398,-1.9266,33.129,0.05478,3287.1,False
B0008,80,1.8002,3.681,2.8712,-2.0304,34.326,0.05594,3219.2,False
B0008,81,1.7969,3.6566,3.0353,-2.05,33.575,0.05556,3231.8,False
B0008,82,1.8119,3.6657,3.0002,-2.0489,34.146,0.05223,3272.0,False
B0008,83,1.7987,3.6488,3.0389,-1.9309,33.409,0.05201,3246.8,False
B0008,84,1.7955,3.7384,2.9418,-2.019,34.647,0.05041,3234.8,False
B0008,85,1.8145,3.6699,2.8135,-2.0198,34.567,0.05446,3241.0,False
B0008,86,1.7853,3.6566,2.8974,-1.9331,34.341,0.05521,3173.6,False
B0008,87,1.7765,3.6771,2.7894,-2.0113,33.645,0.0522,3166.9,False
B0008,88,1.7864,3.678,2.8334,-1.9696,33.355,0.05278,3183.4,False
B0008,89,1.7798,3.6752,2.9537,-2.105,32.535,0.05681,3206.0,False
B0008,90,1.6268,3.6434,2.4756,-1.98,37.954,0.05947,2952.9,True
B0008,91,1.7858,3.6478,2.8708,-2.0422,33.568,0.051,3153.3,False
B0008,92,1.7809,3.6509,2.9094,-1.973,35.435,0.05716,3197.8,False
B0008,93,1.7753,3.6841,2.9808,-2.0172,33.382,0.05509,3212.2,False
B0008,94,1.7659,3.6625,2.8766,-1.9395,33.882,0.05812,3167.1,False
B0008,95,1.7755,3.6772,2.8916,-2.0596,32.658,0.05533,3207.8,False
B0008,96,1.7708,3.6523,2.7761,-1.9419,34.08,0.05266,3229.7,False
B0008,97,1.7556,3.6753,3.0699,-1.9887,33.388,0.05617,3161.0,False
B0008,98,1.7268,3.6381,2.7532,-1.9889,33.612,0.05589,3123.3,False
B0008,99,1.7211,3.6875,2.8907,-2.0217,34.156,0.05191,3074.2,False
B0008,100,1.7292,3.6246,2.8021,-1.9244,33.256,0.056,3146.1,False
B0008,101,1.7067,3.6734,2.8967,-2.0239,32.96,0.05655,3106.8,False
B0008,102,1.7015,3.6298,2.8526,-1.9803,35.635,0.05676,3051.2,False
B0008,103,1.7031,3.6507,2.9546,-2.0479,35.19,0.05086,3089.4,False
B0008,104,1.6828,3.6442,2.8282,-2.0357,33.223,0.05608,3041.4,False
B0008,105,1.675,3.6198,2.888,-1.9359,34.025,0.0574,3007.2,False
B0008,106,1.6648,3.6833,3.0775,-2.0222,35.107,0.05526,2978.9,False
B0008,107,1.6636,3.6495,3.0005,-1.8954,34.355,0.05197,3004.2,False
B0008,108,1.4983,3.6322,2.8919,-2.0014,39.482,0.05814,2787.7,True
B0008,109,1.6403,3.6481,2.992,-1.9942,33.225,0.05631,2983.9,False
B0008,110,1.6442,3.658,2.9464,-1.9082,32.943,0.06017,2990.2,False
B0008,111,1.6373,3.6285,3.0162,-2.0235,34.205,0.05675,2885.9,False
B0008,112,1.6347,3.6436,2.8968,-2.028,34.55,0.05552,2874.9,False
B0008,113,1.6196,3.6533,2.8949,-2.0574,34.371,0.05468,2884.5,False
B0008,114,1.6,3.6569,2.9325,-2.0224,36.354,0.0587,2890.2,False
B0008,115,1.5959,3.6275,2.7299,-1.9516,34.873,0.05772,2868.4,False
B0008,116,1.5989,3.6087,2.8124,-2.0568,36.178,0.05977,2812.0,False
B0008,117,1.5685,3.6326,2.7955,-2.0662,36.534,0.05926,2837.5,False
B0008,118,1.5687,3.6497,2.8897,-2.0142,35.199,0.05537,2871.5,False
B0008,119,1.5694,3.661,2.9174,-2.0462,33.421,0.05911,2827.0,False
B0008,120,1.555,3.613,2.8748,-2.0024,34.204,0.05753,2845.4,False
B0008,121,1.5508,3.658,2.8813,-1.9878,34.64,0.05559,2834.3,False
B0008,122,1.5423,3.6463,2.9567,-2.0082,33.879,0.06163,2785.5,False
B0008,123,1.5393,3.6581,2.8381,-1.9617,33.342,0.05782,2740.7,False
B0008,124,1.535,3.6337,2.9385,-2.0094,33.296,0.05919,2713.3,False
B0008,125,1.525,3.6363,2.9265,-1.9576,34.427,0.06114,2703.1,False
B0008,126,1.5021,3.632,2.738,-2.0019,33.967,0.06016,2671.4,False
B0008,127,1.508,3.6266,2.8239,-1.9997,34.184,0.05935,2674.0,False
B0008,128,1.4998,3.6368,2.7397,-2.0311,34.733,0.05885,2706.0,False
B0008,129,1.4916,3.6227,3.0115,-2.0308,36.037,0.06125,2684.5,False
B0008,130,1.4766,3.67,2.8154,-1.9851,34.39,0.06404,2684.5,False
B0008,131,1.465,3.63,2.7928,-2.0258,35.968,0.06148,2643.5,False
B0008,132,1.4634,3.6281,2.835,-1.997,34.579,0.06412,2602.6,False
B0008,133,1.4601,3.6126,2.7192,-2.0452,34.504,0.05886,2637.9,False
B0008,134,1.4341,3.6055,2.7096,-1.988,34.895,0.05834,2613.9,False
B0008,135,1.4268,3.63,2.738,-1.9199,36.189,0.05945,2540.7,False
B0008,136,1.4379,3.6104,2.9696,-1.9364,34.624,0.06142,2616.9,False
B0008,137,1.432,3.6116,2.7417,-2.0869,34.352,0.062,2573.4,False
B0008,138,1.4166,3.6333,2.9355,-2.0118,35.689,0.06026,2592.9,False
B0008,139,1.417,3.6184,2.9521,-2.0749,35.49,0.06239,2523.1,False
B0008,140,1.4029,3.5883,2.7128,-1.9471,35.855,0.05824,2496.3,False
B0008,141,1.3976,3.6101,2.9727,-2.0152,36.857,0.06232,2491.1,False
B0008,142,1.3939,3.5955,2.7897,-1.9821,37.418,0.06537,2519.8,False
B0008,143,1.3806,3.6229,2.9208,-1.9678,34.982,0.06303,2478.2,False
B0008,144,1.373,3.6083,2.9749,-1.9911,36.404,0.06343,2468.3,False
B0008,145,1.3764,3.6127,2.8768,-1.9478,36.104,0.06068,2404.4,False
B0008,146,1.3472,3.6173,2.8973,-1.9599,36.065,0.06563,2416.2,False
B0008,147,1.3487,3.6124,2.8791,-2.0853,35.449,0.06472,2474.0,False
B0008,148,1.3384,3.5949,2.891,-1.9818,36.727,0.06497,2398.4,False
