battery_id,cycle,capacity_Ah,voltage_mean_V,voltage_min_V,current_mean_A,temperature_max_C,internal_resistance_ohm,discharge_time_s,is_synthetic_fault,capacity_fade_pct,capacity_delta,rolling_capacity_std,voltage_sag,cycles_to_eol
B0006,6,1.9969,3.6986,2.8527,-1.9795,32.801,0.04826,3610.2,False,0.015021029441231182,0.012399999999999967,0.011198973167214908,0.8458999999999999,89
B0006,7,1.9882,3.6867,2.9136,-1.9717,31.521,0.04799,3543.3,False,0.4506308832365358,-0.00869999999999993,0.010032596872196087,0.7730999999999999,88
B0006,8,1.9791,3.7034,2.928,-1.9987,32.696,0.05165,3608.9,False,0.9062687762868005,-0.009099999999999886,0.006823269011258218,0.7753999999999999,87
B0006,9,1.9883,3.6782,2.9706,-2.0265,33.115,0.05037,3566.5,False,0.44562387342279575,0.009199999999999875,0.006499999999999758,0.7075999999999998,86
B0006,10,1.9547,3.6898,2.991,-1.9516,33.789,0.04931,3527.5,False,2.127979170839178,-0.03359999999999985,0.016219371134541326,0.6987999999999999,85
B0006,11,1.9628,3.6819,2.9781,-2.0019,33.963,0.04978,3563.0,False,1.7224113759262916,0.008099999999999996,0.015232760747808992,0.7038000000000002,84
B0006,12,1.9683,3.7112,2.9424,-2.0025,32.075,0.04896,3562.8,False,1.4470258361706456,0.005499999999999838,0.013270945708576645,0.7687999999999997,83
B0006,13,1.9711,3.7075,3.0918,-1.9275,31.798,0.05132,3529.3,False,1.306829561385936,0.0028000000000001357,0.012453031759374402,0.6156999999999999,82
B0006,14,1.9621,3.6823,2.8782,-1.9818,32.009,0.05314,3466.7,False,1.7574604446224829,-0.009000000000000119,0.006329296959377415,0.8041,81
B0006,15,1.939,3.7068,3.1051,-1.9875,31.039,0.05117,3550.4,False,2.9140797115962402,-0.0230999999999999,0.012680417974182902,0.6016999999999997,80
B0006,16,1.9647,3.6981,3.0499,-2.0197,30.083,0.05122,3561.8,False,1.6272781894652644,0.025699999999999834,0.012788588663335022,0.6482000000000001,79
B0006,17,1.938,3.6775,3.0212,-2.0483,32.426,0.04707,3506.8,False,2.9641498097336294,-0.026699999999999946,0.015400551938160327,0.6563000000000003,78
B0006,18,1.9585,3.6888,2.7941,-2.0498,33.482,0.04527,3515.0,False,1.9377127979170905,0.020499999999999963,0.012937271737115582,0.8947000000000003,77
B0006,19,1.9365,3.7066,2.8552,-1.9798,32.947,0.05494,3479.6,False,3.0392549569397187,-0.021999999999999797,0.013230759615379655,0.8513999999999999,76
B0006,20,1.9493,3.6627,2.8557,-2.038,31.743,0.05097,3461.9,False,2.3983577007810952,0.012799999999999923,0.012382245353729848,0.8069999999999999,75
B0006,21,1.9451,3.7111,2.9544,-2.0794,32.205,0.05258,3444.9,False,2.608652112958143,-0.0041999999999999815,0.008956115229269826,0.7566999999999999,74
B0006,22,1.9294,3.7069,2.9854,-1.9794,34.283,0.05235,3492.6,False,3.394752653715205,-0.015700000000000047,0.011276879000856416,0.7215000000000003,73
B0006,23,1.9645,3.6904,2.9617,-1.9786,32.652,0.04966,3505.1,False,1.6372922090927333,0.03509999999999991,0.013363682127316505,0.7286999999999999,72
B0006,24,1.9578,3.7002,2.8885,-1.9542,32.144,0.05034,3540.9,False,1.9727618666132596,-0.006699999999999928,0.013387568860699315,0.8117000000000001,71
B0006,25,1.919,3.6949,2.8445,-1.9767,32.11,0.05061,3441.9,False,3.915481674344079,-0.038799999999999946,0.0190166505988819,0.8504,70
B0006,26,1.9267,3.6814,3.0625,-2.0867,33.302,0.05071,3479.4,False,3.5299419186861636,0.00770000000000004,0.02028538883038596,0.6189,69
B0006,27,1.9152,3.7139,2.8537,-1.952,30.994,0.05335,3459.6,False,4.105748047266178,-0.011500000000000066,0.022877783983592952,0.8602000000000003,68
B0006,28,1.9077,3.6857,2.8469,-1.9722,32.731,0.05243,3478.1,False,4.481273783296624,-0.007500000000000062,0.019427223167501922,0.8388,67
B0006,29,1.9333,3.6327,2.8957,-2.0082,30.648,0.05152,3517.4,False,3.1994792709793773,0.025600000000000067,0.009954747611060456,0.7369999999999997,66
B0006,30,1.9075,3.6928,2.959,-2.0336,34.033,0.05077,3447.3,False,4.491287802924104,-0.025800000000000045,0.011553441045849074,0.7338,65
B0006,31,1.8969,3.7218,3.0562,-2.0091,33.194,0.04924,3449.9,False,5.022030843180458,-0.010599999999999943,0.013514880687593956,0.6656,64
B0006,32,1.9097,3.6824,3.0634,-2.029,33.237,0.05232,3456.9,False,4.381133587021835,0.012799999999999923,0.013425051210326847,0.6189999999999998,63
B0006,33,1.9101,3.6968,2.8566,-1.8885,30.972,0.05432,3479.2,False,4.361105547766886,0.00039999999999995595,0.013319159132614158,0.8402000000000003,62
B0006,34,1.8989,3.7294,2.9981,-1.9514,32.634,0.05159,3411.8,False,4.921890646905669,-0.011199999999999877,0.0062539587462572006,0.7313000000000001,61
B0006,35,1.9086,3.7143,2.9184,-2.0456,33.373,0.05367,3455.2,False,4.436210694972964,0.009700000000000042,0.006398281019140013,0.7959,60
B0006,36,1.9095,3.681,3.0246,-2.0434,30.908,0.05228,3434.5,False,4.391147606649315,0.0008999999999999009,0.004761092311633007,0.6564000000000001,59
B0006,37,1.8949,3.6251,2.8792,-1.944,31.966,0.05282,3369.1,False,5.122171039455237,-0.014599999999999946,0.007011419257175239,0.7459000000000002,58
B0006,38,1.911,3.6838,3.0685,-1.8837,34.051,0.05117,3421.9,False,4.316042459443226,0.016100000000000003,0.007203263149426668,0.6153000000000004,57
B0006,39,1.8906,3.6938,2.8993,-2.0198,34.124,0.05196,3472.0,False,5.3374724614460245,-0.020399999999999974,0.009446533755822124,0.7944999999999998,56
B0006,40,1.892,3.7195,2.9208,-1.9519,31.923,0.05045,3419.4,False,5.267374324053686,0.0013999999999998458,0.009859259607084286,0.7987000000000002,55
B0006,41,1.8983,3.6855,2.8646,-2.068,31.183,0.0485,3420.2,False,4.9519327057880975,0.006300000000000194,0.008176368386996848,0.8209000000000004,54
B0006,42,1.8969,3.6843,2.8601,-2.0095,32.456,0.05625,3370.8,False,5.022030843180458,-0.0014000000000000679,0.008074218228403401,0.8241999999999998,53
B0006,43,1.8791,3.716,3.0286,-1.9718,32.84,0.05308,3405.6,False,5.913278590026039,-0.017800000000000038,0.007585314759446779,0.6874000000000002,52
B0006,44,1.8721,3.6984,2.9549,-1.9836,32.946,0.05132,3369.2,False,6.2637692769877855,-0.006999999999999895,0.011541317082546534,0.7435,51
B0006,45,1.8713,3.6593,3.0383,-2.0552,33.095,0.05027,3389.7,False,6.303825355497706,-0.0008000000000001339,0.013198030156045301,0.621,50
B0006,46,1.863,3.6681,2.9959,-1.9337,33.152,0.05232,3368.3,False,6.71940717003806,-0.008299999999999974,0.012762915027527223,0.6722000000000001,49
B0006,47,1.851,3.6768,2.9826,-1.9934,32.962,0.05408,3358.7,False,7.320248347686764,-0.01200000000000001,0.010752441583188421,0.6941999999999999,48
B0006,48,1.8494,3.6438,2.8148,-2.0357,34.216,0.05238,3270.8,False,7.400360504706594,-0.0016000000000000458,0.010807543661715146,0.8290000000000002,47
B0006,49,1.8539,3.6231,2.7562,-2.0094,32.452,0.05508,3373.1,False,7.175045063088326,0.0045000000000001705,0.00923672019711961,0.8668999999999998,46
B0006,50,1.8622,3.6366,2.8883,-1.9722,33.136,0.05472,3317.0,False,6.75946324854797,0.008299999999999974,0.006331666447300973,0.7483,45
B0006,51,1.8813,3.663,2.8251,-2.0844,31.782,0.05541,3378.5,False,5.80312437412378,0.019099999999999895,0.013116135101464832,0.8378999999999999,44
B0006,52,1.8669,3.6848,3.0043,-1.9318,32.562,0.0491,3336.2,False,6.5241337873022225,-0.014399999999999968,0.012431532487987096,0.6804999999999999,43
B0006,53,1.8613,3.6871,3.0285,-2.0362,32.251,0.05204,3309.0,False,6.80452633687163,-0.005600000000000049,0.010173101788534257,0.6585999999999999,42
B0006,54,1.8467,3.6624,3.0098,-1.9595,32.774,0.05228,3328.3,False,7.5355497696775515,-0.014599999999999946,0.012419822865076558,0.6526000000000001,41
B0006,55,1.8421,3.6534,2.9828,-2.0317,31.784,0.05348,3337.7,False,7.765872221109548,-0.0045999999999999375,0.015809111296966577,0.6705999999999999,40
B0006,56,1.8317,3.6753,2.8425,-1.9829,32.997,0.05046,3259.2,False,8.286601241738435,-0.010399999999999965,0.014327874929656311,0.8328000000000002,39
B0006,57,1.8451,3.6973,2.7991,-1.9827,34.119,0.05279,3337.8,False,7.615661926697381,0.013399999999999856,0.010643871476106502,0.8981999999999997,38
B0006,58,1.8351,3.6729,2.8488,-2.1172,33.932,0.05133,3289.5,False,8.116362908071306,-0.010000000000000009,0.006482900585376519,0.8240999999999996,37
B0006,59,1.8255,3.6456,2.853,-2.0365,33.425,0.05439,3295.6,False,8.59703585019027,-0.009600000000000053,0.007898101037583484,0.7925999999999997,36
B0006,60,1.8391,3.7074,2.8885,-2.0027,34.098,0.05575,3267.7,False,7.9160825155217385,0.013600000000000056,0.0074081036709725545,0.8188999999999997,35
B0006,61,1.8308,3.7018,3.015,-1.9902,32.797,0.05262,3304.2,False,8.331664330062093,-0.008299999999999974,0.00752741655549084,0.6867999999999999,34
B0006,62,1.8287,3.6735,3.0329,-2.0339,33.56,0.05925,3238.4,False,8.436811536150612,-0.0020999999999999908,0.005349579422709827,0.6406000000000001,33
B0006,63,1.8318,3.6596,3.011,-1.9977,33.771,0.05572,3302.9,False,8.281594231924693,0.0031000000000001027,0.005041527546278119,0.6486000000000001,32
B0006,64,1.8371,3.6287,2.9604,-1.9812,34.055,0.05082,3281.9,False,8.016222711796516,0.00529999999999986,0.004402839992536583,0.6682999999999999,31
B0006,65,1.8245,3.6733,2.8391,-1.9458,31.288,0.05546,3284.4,False,8.64710594832766,-0.012599999999999945,0.004597499320269686,0.8341999999999996,30
B0006,66,1.8183,3.6433,2.7972,-2.1207,33.739,0.05065,3274.6,False,8.957540556779497,-0.006199999999999983,0.0071422685471690985,0.8460999999999999,29
B0006,67,1.8164,3.6959,2.9773,-2.0347,32.595,0.05622,3285.7,False,9.052673743240536,-0.0019000000000000128,0.008800965856079788,0.7185999999999999,28
B0006,68,1.8111,3.6669,3.0104,-1.9806,31.374,0.05528,3263.8,False,9.318045263368724,-0.005300000000000082,0.009959518060623458,0.6564999999999999,27
B0006,69,1.8361,3.6534,2.8619,-1.9101,34.175,0.05189,3311.6,False,8.066292809933906,0.025000000000000133,0.009569848483643081,0.7915000000000001,26
B0006,70,1.8095,3.6771,2.8407,-2.0045,31.545,0.05408,3270.6,False,9.398157420388543,-0.026599999999999957,0.010603395682510734,0.8363999999999998,25
B0006,71,1.8045,3.6384,2.8565,-1.9818,32.447,0.05335,3203.0,False,9.64850791107551,-0.0050000000000001155,0.01226303388235917,0.7818999999999998,24
B0006,72,1.7938,3.6583,2.9096,-2.032,33.878,0.05305,3236.2,False,10.184257961145605,-0.010699999999999932,0.01557530096017063,0.7486999999999999,23
B0006,73,1.7999,3.6874,3.0722,-2.0786,31.819,0.05294,3202.3,False,9.878830362507507,0.006099999999999994,0.016343744980875523,0.6151999999999997,22
B0006,74,1.8027,3.6611,2.9874,-2.0869,33.388,0.05169,3230.0,False,9.738634087722819,0.0027999999999999137,0.0058010343905116534,0.6736999999999997,21
B0006,75,1.7973,3.6231,2.8636,-1.9049,32.763,0.05457,3265.8,False,10.009012617664737,-0.005400000000000071,0.004261220482432311,0.7595000000000001,20
B0006,76,1.7915,3.6571,2.9522,-1.968,33.138,0.05214,3228.5,False,10.299419186861602,-0.005799999999999805,0.00451309206641108,0.7048999999999999,19
B0006,77,1.7846,3.6571,3.0064,-2.0669,34.34,0.05151,3192.4,False,10.64490286400962,-0.006900000000000128,0.007224956747268764,0.6506999999999996,18
B0006,78,1.8069,3.6936,3.0538,-2.047,32.629,0.05401,3253.6,False,9.528339675545771,0.022299999999999986,0.008857200460636677,0.6398000000000001,17
B0006,79,1.7841,3.667,2.9104,-2.0721,32.779,0.05615,3170.3,False,10.669937913078309,-0.02279999999999993,0.009534778445244916,0.7565999999999997,16
B0006,80,1.7804,3.6507,2.9724,-2.0194,34.795,0.05541,3165.3,False,10.855197276186669,-0.0037000000000000366,0.010520693893461186,0.6783000000000001,15
B0006,81,1.7862,3.6524,3.0291,-1.9843,32.791,0.05606,3192.0,False,10.56479070698979,0.005800000000000027,0.010535796125585986,0.6233,14
B0006,82,1.7706,3.6525,2.8818,-1.945,34.005,0.05801,3255.1,False,11.345884237933113,-0.015600000000000058,0.013307253661064538,0.7706999999999997,13
B0006,83,1.7638,3.666,2.8579,-2.0389,32.787,0.05261,3143.2,False,11.686360905267378,-0.006799999999999917,0.009510625636619417,0.8081,12
B0006,84,1.7699,3.6412,2.9744,-2.0459,36.19,0.0537,3188.0,False,11.38093330662928,0.006099999999999994,0.008972847931394115,0.6667999999999998,11
B0006,85,1.7557,3.6975,2.9116,-1.9852,32.119,0.05531,3126.6,False,12.091928700180254,-0.01419999999999999,0.011212180876168775,0.7858999999999998,10
B0006,86,1.7805,3.6833,2.9286,-2.1218,32.333,0.05576,3241.4,False,10.850190266372927,0.024799999999999933,0.009158329542003029,0.7547000000000001,9
B0006,87,1.7743,3.6343,2.98,-1.9492,31.696,0.0545,3201.9,False,11.160624874824753,-0.006199999999999983,0.00955185845790886,0.6543000000000001,8
B0006,88,1.7575,3.6266,3.0169,-2.0164,33.307,0.05372,3150.1,False,12.001802523532945,-0.016799999999999926,0.01072622953324817,0.6096999999999997,7
B0006,89,1.7574,3.6725,2.88,-2.0205,33.548,0.05101,3177.5,False,12.006809533346685,-9.999999999998899e-05,0.01148050521536077,0.7925,6
B0006,90,1.755,3.664,2.8091,-2.0976,31.496,0.05545,3158.8,False,12.126977768876435,-0.0024000000000001798,0.011626822437791274,0.8549000000000002,5
B0006,91,1.754,3.6539,2.7558,-1.9534,33.96,0.0544,3094.0,False,12.177047867013824,-0.0009999999999998899,0.008334446592301679,0.8981000000000003,4
B0006,92,1.7573,3.688,2.9295,-2.044,34.13,0.05658,3209.9,False,12.011816543160425,0.0033000000000000806,0.0016288032416255321,0.7585000000000002,3
B0006,93,1.7381,3.6562,2.8167,-1.9971,32.454,0.05607,3145.9,False,12.973162427398366,-0.019200000000000106,0.008105738707849485,0.8395000000000001,2
B0006,94,1.745,3.6661,2.9436,-1.9261,32.629,0.05392,3141.4,False,12.627678750250348,0.006900000000000128,0.008075085138865616,0.7225000000000001,1
B0006,95,1.5852,3.6116,2.7799,-1.9984,36.477,0.05701,2860.2,True,20.628880432605655,-0.15980000000000016,0.07346378019132915,0.8317000000000001,0
B0006,96,1.7357,3.6738,3.0573,-2.0346,33.417,0.05737,3136.1,False,13.093330662928103,0.15050000000000008,0.07152253491033386,0.6164999999999998,0
B0006,97,1.722,3.6714,2.9386,-1.9294,34.692,0.05614,3104.3,False,13.779291007410377,-0.013700000000000045,0.0675998150885039,0.7328000000000001,0
B0006,98,1.7312,3.6732,2.9084,-1.9882,34.485,0.05425,3097.6,False,13.31864610454636,0.009200000000000097,0.06682628225481291,0.7648000000000001,0
B0006,99,1.7186,3.6365,2.8883,-1.9635,35.497,0.05848,3044.7,False,13.949529341077515,-0.012600000000000167,0.0637304322910171,0.7481999999999998,0
B0006,100,1.7351,3.6887,2.8753,-1.9949,31.582,0.05583,3091.2,False,13.123372721810533,0.01650000000000018,0.007793394639048701,0.8133999999999997,0
B0006,101,1.7271,3.6278,2.8143,-1.9488,32.854,0.05318,3044.1,False,13.52393350690967,-0.008000000000000007,0.006682439674246991,0.8135000000000003,0
B0006,102,1.7197,3.6463,2.9099,-1.9773,33.232,0.05345,3078.8,False,13.894452233126376,-0.007400000000000073,0.0071577231016538845,0.7364000000000002,0
B0006,103,1.7304,3.6716,3.0663,-1.969,32.457,0.05546,3119.1,False,13.35870218305628,0.010699999999999932,0.007029722611878037,0.6053000000000002,0
B0006,104,1.7122,3.6655,2.7743,-1.9745,34.279,0.04992,3117.7,False,14.269977969156821,-0.018199999999999994,0.009047927939586312,0.8912,0
B0006,105,1.6837,3.6402,2.8687,-2.0159,32.431,0.05414,3061.5,False,15.696975766072507,-0.02849999999999997,0.018657893771804063,0.7715000000000001,0
B0006,106,1.6923,3.6764,2.9235,-2.0596,33.263,0.05412,3072.1,False,15.266372922090932,0.008599999999999941,0.019317686196848465,0.7528999999999999,0
B0006,107,1.6141,3.634,2.5756,-1.9353,40.263,0.05539,2885.1,True,19.18185459643501,-0.07819999999999983,0.04435913660115419,1.0583999999999998,0
B0006,108,1.698,3.6292,2.9518,-2.0614,31.632,0.05528,3002.3,False,14.980973362707795,0.08389999999999986,0.038303433266482036,0.6774,0
B0006,109,1.6958,3.6362,3.0148,-1.9,33.882,0.05657,2999.1,False,15.091127578610063,-0.0021999999999999797,0.03545979413363586,0.6214,0
B0006,110,1.694,3.6584,2.8056,-1.9546,32.633,0.05555,3031.7,False,15.181253755257362,-0.0018000000000000238,0.03625262749098112,0.8527999999999998,0
B0006,111,1.6995,3.6421,2.9996,-2.0118,33.069,0.05698,3066.3,False,14.905868215501705,0.00550000000000006,0.037055053636445366,0.6425000000000001,0
B0006,112,1.6943,3.6455,2.9212,-2.0118,33.528,0.05632,3100.6,False,15.166232725816153,-0.0052000000000000934,0.0023805461557957174,0.7243000000000004,0
B0006,113,1.5339,3.5922,2.726,-1.9212,40.256,0.05938,2753.4,True,23.19747646705388,-0.16039999999999988,0.0724816183594146,0.8662000000000001,0
B0006,114,1.6818,3.6465,2.8919,-2.0384,33.103,0.05364,3039.0,False,15.792108952533557,0.14789999999999992,0.07118065046064011,0.7545999999999999,0
B0006,115,1.6924,3.6585,2.8781,-1.9956,34.237,0.05676,3043.6,False,15.261365912277192,0.010599999999999943,0.07099688021314617,0.7804000000000002,0
B0006,116,1.6789,3.6961,3.0834,-2.0333,34.36,0.05692,2980.0,False,15.937312237131984,-0.013499999999999845,0.06872039726311119,0.6126999999999998,0
B0006,117,1.6928,3.652,2.9163,-1.9406,34.469,0.05362,3100.3,False,15.241337873022232,0.013900000000000023,0.06851578650208887,0.7357,0
B0006,118,1.6854,3.6526,2.769,-1.992,33.86,0.05497,3051.2,False,15.611856599238937,-0.007400000000000073,0.006230409296334696,0.8835999999999999,0
B0006,119,1.6809,3.6524,2.7611,-1.9935,33.845,0.05372,2981.4,False,15.837172040857206,-0.0044999999999999485,0.0064021090274888025,0.8913000000000002,0
B0006,120,1.679,3.5998,2.8828,-2.0239,35.234,0.05543,3042.0,False,15.932305227318244,-0.0019000000000000128,0.005878350108648953,0.7170000000000001,0
B0006,121,1.6667,3.6523,2.9922,-2.0231,34.996,0.05468,3008.9,False,16.548167434408168,-0.012299999999999978,0.009579822545321645,0.6600999999999999,0
B0006,122,1.6772,3.6648,2.8497,-2.0382,32.558,0.05447,3038.7,False,16.022431403965555,0.010499999999999954,0.006934911679311581,0.8151000000000002,0
B0006,123,1.6702,3.6526,2.9498,-1.9617,32.754,0.05891,3092.1,False,16.37292209092731,-0.007000000000000117,0.0060700082372145605,0.7027999999999999,0
B0006,124,1.6661,3.6616,2.7805,-2.0905,33.4,0.05449,2955.7,False,16.57820949329062,-0.0040999999999999925,0.005959278479803826,0.8811,0
B0006,125,1.677,3.657,2.9013,-2.0155,33.765,0.05839,3017.6,False,16.032445423593032,0.010900000000000132,0.005399351812935779,0.7557,0
B0006,126,1.6623,3.6454,3.0336,-2.0703,32.048,0.05623,2993.9,False,16.768475866212697,-0.014699999999999935,0.006591888955364209,0.6118000000000001,0
B0006,127,1.6415,3.6455,2.93,-2.1078,33.236,0.05799,2966.2,False,17.809933907470466,-0.02080000000000015,0.013409958985763318,0.7155,0
B0006,128,1.6401,3.6492,2.7519,-1.9611,34.064,0.05626,2933.2,False,17.880032044862816,-0.0014000000000000679,0.01609316625154468,0.8973,0
B0006,129,1.6536,3.6519,2.7987,-1.9934,34.897,0.05712,2999.9,False,17.204085720008024,0.013500000000000068,0.015357896991445701,0.8531999999999997,0
B0006,130,1.6499,3.6314,3.0031,-1.9228,34.357,0.05357,2948.4,False,17.38934508311637,-0.0037000000000000366,0.009126445091044856,0.6283000000000003,0
B0006,131,1.6413,3.6406,2.8008,-1.93,33.105,0.05558,2960.6,False,17.819947927097946,-0.008599999999999941,0.0060730552442619015,0.8397999999999999,0
B0006,132,1.6298,3.6544,2.9199,-1.9901,34.711,0.05689,2935.5,False,18.39575405567796,-0.011500000000000066,0.009293707548651282,0.7344999999999997,0
B0006,133,1.6193,3.6472,2.9194,-1.9722,34.328,0.056,2916.8,False,18.921490086120574,-0.010499999999999954,0.014228035704195398,0.7278000000000002,0
B0006,134,1.6103,3.6454,2.9398,-2.0262,34.761,0.05993,2901.5,False,19.3721209693571,-0.008999999999999897,0.016017552871767267,0.7056,0
B0006,135,1.6263,3.6364,2.7461,-2.0399,33.891,0.05797,2952.7,False,18.57099939915883,0.016000000000000014,0.011599568957502731,0.8902999999999999,0
B0006,136,1.5984,3.6649,2.9859,-2.0166,37.113,0.05882,2855.6,False,19.96795513719207,-0.027900000000000036,0.012711294190595196,0.6789999999999998,0
B0006,137,1.5806,3.6182,2.7735,-2.0182,34.644,0.05826,2867.1,False,20.859202884037654,-0.017800000000000038,0.018066460638427765,0.8447,0
B0006,138,1.5715,3.6142,2.7458,-1.97,34.904,0.05695,2848.9,False,21.31484077708793,-0.009100000000000108,0.022111467612979996,0.8683999999999998,0
B0006,139,1.5648,3.6243,2.993,-1.9349,35.245,0.05991,2854.1,False,21.650310434608457,-0.006699999999999928,0.024697105093509718,0.6313,0
B0006,140,1.5927,3.6047,2.7205,-2.0308,33.593,0.05599,2857.9,False,20.253354696575208,0.027900000000000036,0.014059694164520839,0.8841999999999999,0
B0006,141,1.5448,3.6384,2.9624,-1.9759,35.239,0.06031,2769.4,False,22.651712397356306,-0.047900000000000054,0.017945110754739264,0.6759999999999997,0
B0006,142,1.5705,3.6403,3.0121,-2.0501,32.837,0.05862,2823.2,False,21.36491087522532,0.025700000000000056,0.01712725897509167,0.6281999999999996,0
B0006,143,1.5369,3.6708,2.9096,-1.9637,33.847,0.05726,2767.6,False,23.0472661726417,-0.033600000000000074,0.02207041005509096,0.7611999999999997,0
B0006,144,1.5357,3.5932,2.9147,-1.9993,34.571,0.05766,2748.0,False,23.10735029040657,-0.0011999999999998678,0.02479620938772419,0.6785000000000001,0
B0006,145,1.5245,3.6305,2.8542,-1.946,34.559,0.0586,2757.3,False,23.668135389545363,-0.011200000000000099,0.017254622569035427,0.7763,0
B0006,146,1.5247,3.62,2.8105,-1.951,36.143,0.06306,2718.5,False,23.658121369917893,0.00019999999999997797,0.01884696262000504,0.8094999999999999,0
B0006,147,1.5111,3.6269,2.8746,-2.0325,33.448,0.05996,2696.9,False,24.339074704586416,-0.013599999999999834,0.010454281419584184,0.7523,0
B0006,148,1.5042,3.6097,2.749,-1.9883,35.126,0.06108,2773.1,False,24.684558381734433,-0.006900000000000128,0.012426503933120569,0.8607,0
B0006,149,1.4984,3.6345,2.978,-2.0643,36.592,0.05818,2665.8,False,24.974964950931312,-0.005800000000000027,0.011858203911210882,0.6564999999999999,0
B0006,150,1.4876,3.6213,2.9614,-2.0152,36.304,0.05864,2635.9,False,25.515722010815146,-0.01079999999999992,0.013892983840768489,0.6599000000000004,0
B0006,151,1.4897,3.6333,3.0215,-2.0791,34.317,0.0601,2716.5,False,25.410574804726615,0.0020999999999999908,0.009836920249745515,0.6118000000000001,0
B0006,152,1.4623,3.6177,2.8762,-2.1191,36.26,0.05839,2642.1,False,26.782495493691172,-0.02740000000000009,0.016071496507788337,0.7415000000000003,0
B0006,153,1.4675,3.6418,2.7724,-2.1189,34.41,0.06093,2635.6,False,26.522130983376723,0.0052000000000000934,0.015442635785378465,0.8693999999999997,0
B0006,154,1.4621,3.6351,2.9827,-2.0107,33.381,0.05985,2644.3,False,26.792509513318652,-0.005400000000000071,0.013711965577547638,0.6524000000000001,0
B0006,155,1.4388,3.6284,3.0044,-1.9937,32.304,0.05867,2646.4,False,27.95914279991989,-0.023299999999999876,0.018126279265195378,0.6240000000000001,0
B0006,156,1.4365,3.5758,2.8017,-1.9993,36.486,0.06182,2599.5,False,28.07430402563589,-0.0022999999999999687,0.014598561572971902,0.7741000000000002,0
B0006,157,1.438,3.6296,2.9188,-1.9514,33.792,0.06213,2622.6,False,27.99919887842981,0.0014999999999998348,0.014952157035018478,0.7107999999999999,0
B0006,158,1.4387,3.6073,2.7902,-1.9536,37.94,0.05973,2574.5,False,27.96414980973363,0.000700000000000145,0.010816977396659896,0.8170999999999999,0
B0006,159,1.416,3.6026,2.7465,-2.1381,35.07,0.06242,2533.9,False,29.100741037452437,-0.022700000000000164,0.00988154846164566,0.8560999999999996,0
B0006,160,1.4307,3.6149,2.7181,-1.9869,36.242,0.06194,2616.4,False,28.364710594832765,0.014700000000000157,0.009471377935646492,0.8967999999999998,0
B0006,161,1.4043,3.6206,2.815,-2.0144,35.979,0.06638,2519.6,False,29.686561185659922,-0.02639999999999998,0.014976748645812603,0.8056000000000001,0
B0006,162,1.4002,3.6352,2.9435,-1.9994,33.215,0.06303,2453.8,False,29.89184858802324,-0.004100000000000215,0.016570365113655512,0.6917000000000004,0
B0006,163,1.4031,3.6139,2.8057,-2.0451,34.029,0.06246,2524.5,False,29.746645303424803,0.0029000000000001247,0.012618755881617297,0.8082000000000003,0
B0006,164,1.3758,3.6081,2.7119,-1.9583,36.795,0.06417,2520.8,False,31.11355898257562,-0.027300000000000102,0.019471183836630285,0.8961999999999999,0
B0006,165,1.3712,3.5646,2.9613,-1.9594,34.803,0.06222,2447.3,False,31.343881434007614,-0.0045999999999999375,0.016054500926526754,0.6033,0
B0006,166,1.3804,3.6221,2.8431,-1.9689,35.68,0.06279,2449.2,False,30.8832365311436,0.009200000000000097,0.014563584723544097,0.7789999999999999,0
B0006,167,1.3359,3.6034,2.9142,-1.9395,37.556,0.06642,2374.6,False,33.11135589825756,-0.044499999999999984,0.024227401841713164,0.6892,0
B0006,168,1.3466,3.6116,2.8655,-1.926,37.04,0.06229,2397.3,False,32.575605848187465,0.010699999999999932,0.019570436888323346,0.7461000000000002,0
B0007,1,1.9933,3.6502,3.0296,-2.035,32.083,0.04996,3579.8,False,0.0,0.0,0.0,0.6206,122
B0007,2,2.0016,3.6696,2.9728,-1.9658,31.376,0.04675,3623.0,False,-0.41639492299201386,0.008299999999999752,0.005868986283848169,0.6968000000000001,121
B0007,3,2.0018,3.6994,2.8001,-1.9647,30.329,0.05058,3576.7,False,-0.42642853559422544,0.00019999999999997797,0.004850773134253811,0.8992999999999998,120
B0007,4,1.9759,3.6875,2.9663,-2.0322,32.733,0.04959,3586.0,False,0.8729242963929185,-0.025899999999999812,0.012162921798098723,0.7212000000000001,119
B0007,5,1.9872,3.6841,2.8967,-1.9712,31.211,0.04696,3585.6,False,0.30602518436763093,0.011300000000000088,0.010864299333136882,0.7873999999999999,118
B0007,6,1.9777,3.6492,2.8455,-2.0451,33.71,0.04704,3516.6,False,0.7826217829729587,-0.009500000000000064,0.012500119999423928,0.8037000000000001,117
B0007,7,1.9892,3.7255,2.9481,-2.0316,32.681,0.04556,3524.7,False,0.20568905834545959,0.011500000000000066,0.010387155529787695,0.7773999999999996,116
B0007,8,1.9721,3.7268,3.1117,-1.995,33.301,0.05477,3532.5,False,1.0635629358350496,-0.017100000000000115,0.007418018603373795,0.6151,115
B0007,9,1.9716,3.7322,3.1005,-1.9486,31.152,0.05077,3541.7,False,1.0886469673405896,-0.0004999999999999449,0.008273028466045534,0.6317000000000004,114
B0007,10,1.9591,3.6742,2.9536,-1.9502,32.116,0.05096,3543.5,False,1.71574775497918,-0.012499999999999956,0.010909766266973753,0.7206000000000001,113
